dilemmas_tables	3
generate	key	localised_description	localised_title	ui_icon	ui_image	prioritized	event_category
false	shield_ally_region_vik_reg_blascona	Our ally has a rightful claim to the region of Blascona, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Blascona	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_bodmine	Our ally has a rightful claim to the region of Bodmine, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Bodmine	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_bornais	Our ally has a rightful claim to the region of Bornais, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Bornais	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_brechin	Our ally has a rightful claim to the region of Brechin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Brechin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_brideport	Our ally has a rightful claim to the region of Brideport, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Brideport	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_brug	Our ally has a rightful claim to the region of Brug, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Brug	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_buccingahamm	Our ally has a rightful claim to the region of Buccingahamm, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Buccingahamm	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cair_gwent	Our ally has a rightful claim to the region of Cair Gwent, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cair Gwent	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cair_mirddin	Our ally has a rightful claim to the region of Cair Mirddin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cair Mirddin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cair_segeint	Our ally has a rightful claim to the region of Cair Segeint, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cair Segeint	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cairlinn	Our ally has a rightful claim to the region of Cairlinn, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cairlinn	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_caisil	Our ally has a rightful claim to the region of Caisil, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Caisil	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cantwaraburg	Our ally has a rightful claim to the region of Cantwaraburg, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cantwaraburg	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_carleol	Our ally has a rightful claim to the region of Carleol, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Carleol	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_casteltoun	Our ally has a rightful claim to the region of Casteltoun, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Casteltoun	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cathair_commain	Our ally has a rightful claim to the region of Cathair Commáin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cathair Commáin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cathair_domnaill	Our ally has a rightful claim to the region of Cathair Domnaill, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cathair Domnaill	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ceaster	Our ally has a rightful claim to the region of Ceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cell_alaid	Our ally has a rightful claim to the region of Cell Alaid, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cell Alaid	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cell_cainning	Our ally has a rightful claim to the region of Cell Cainning, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cell Cainning	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cell_daltain	Our ally has a rightful claim to the region of Cell Daltáin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cell Daltáin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cell_maic_aeda	Our ally has a rightful claim to the region of Cell maic Áeda, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cell maic Áeda	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cell_mor	Our ally has a rightful claim to the region of Cell Mór, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cell Mór	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_celmeresfort	Our ally has a rightful claim to the region of Celmeresfort, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Celmeresfort	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cenannas	Our ally has a rightful claim to the region of Cenannas, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cenannas	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cenn_rigmonid	Our ally has a rightful claim to the region of Cenn Rigmonid, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cenn Rigmonid	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cetretha	Our ally has a rightful claim to the region of Cetretha, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cetretha	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cherchebi	Our ally has a rightful claim to the region of Cherchebi, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cherchebi	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cippanhamm	Our ally has a rightful claim to the region of Cippanhamm, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cippanhamm	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cirenceaster	Our ally has a rightful claim to the region of Cirenceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cirenceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cissanbyrig	Our ally has a rightful claim to the region of Cissanbyrig, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cissanbyrig	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_clocher	Our ally has a rightful claim to the region of Clocher, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Clocher	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cluain	Our ally has a rightful claim to the region of Cluain, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cluain	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cluain_eoais	Our ally has a rightful claim to the region of Cluain Eoais, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cluain Eoais	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cluain_iraird	Our ally has a rightful claim to the region of Cluain Iraird, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cluain Iraird	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cluain_mac_nois	Our ally has a rightful claim to the region of Cluain Mac Nois, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cluain Mac Nois	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cluain_mor	Our ally has a rightful claim to the region of Cluain Mór, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cluain Mór	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cnodba	Our ally has a rightful claim to the region of Cnódba, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cnódba	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_coinnire	Our ally has a rightful claim to the region of Coinnire, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Coinnire	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_coldingaham	Our ally has a rightful claim to the region of Coldingaham, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Coldingaham	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_colneceaster	Our ally has a rightful claim to the region of Colneceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Colneceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_corcach	Our ally has a rightful claim to the region of Corcach, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Corcach	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_cridiatune	Our ally has a rightful claim to the region of Cridiatune, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Cridiatune	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dacor	Our ally has a rightful claim to the region of Dacor, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dacor	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dear	Our ally has a rightful claim to the region of Déar, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Déar	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_deoraby	Our ally has a rightful claim to the region of Deoraby, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Deoraby	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_din_prys	Our ally has a rightful claim to the region of Din Prys, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Din Prys	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dinas_powis	Our ally has a rightful claim to the region of Dinas Powis, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dinas Powis	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dinefwr	Our ally has a rightful claim to the region of Dinefwr, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dinefwr	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dofere	Our ally has a rightful claim to the region of Dofere, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dofere	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_domuc	Our ally has a rightful claim to the region of Domuc, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Domuc	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_doneceaster	Our ally has a rightful claim to the region of Doneceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Doneceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dor	Our ally has a rightful claim to the region of Dor, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dor	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_doreceaster	Our ally has a rightful claim to the region of Doreceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Doreceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_drayton	Our ally has a rightful claim to the region of Drayton, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Drayton	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_druim_collachair	Our ally has a rightful claim to the region of Druim Collachair, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Druim Collachair	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_druim_da_ethiar	Our ally has a rightful claim to the region of Druim dá Ethiar, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Druim dá Ethiar	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dugannu	Our ally has a rightful claim to the region of Dugannu, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dugannu	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_aberte	Our ally has a rightful claim to the region of Dún Aberte, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Aberte	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_att	Our ally has a rightful claim to the region of Dún Att, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Att	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_beccan	Our ally has a rightful claim to the region of Dún Beccán, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Beccán	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_blann	Our ally has a rightful claim to the region of Dún Blann, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Blann	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_cailden	Our ally has a rightful claim to the region of Dún Cailden, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Cailden	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_domnaill	Our ally has a rightful claim to the region of Dùn Dómnaill, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dùn Dómnaill	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_duirn	Our ally has a rightful claim to the region of Dùn Duirn, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dùn Duirn	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_eachainn	Our ally has a rightful claim to the region of Dùn Eachainn, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dùn Eachainn	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_foither	Our ally has a rightful claim to the region of Dún Foither, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Foither	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_na_ngall	Our ally has a rightful claim to the region of Dún na nGall, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún na nGall	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_nechtain	Our ally has a rightful claim to the region of Dún Nechtain, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Nechtain	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_ollaig	Our ally has a rightful claim to the region of Dún Ollaig, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Ollaig	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_patraic	Our ally has a rightful claim to the region of Dún Pátraic, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Pátraic	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dun_sebuirgi	Our ally has a rightful claim to the region of Dún Sebuirgi, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dún Sebuirgi	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dunholm	Our ally has a rightful claim to the region of Dunholm, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dunholm	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dyflin	Our ally has a rightful claim to the region of Dyflin, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dyflin	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_dynbaer	Our ally has a rightful claim to the region of Dynbaer, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Dynbaer	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_earmutha	Our ally has a rightful claim to the region of Earmutha, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Earmutha	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ebbesham	Our ally has a rightful claim to the region of Ebbesham, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ebbesham	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_eidenburg	Our ally has a rightful claim to the region of Eidenburg, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Eidenburg	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_elig	Our ally has a rightful claim to the region of Elig, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Elig	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_eoferwic	Our ally has a rightful claim to the region of Eoferwic, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Eoferwic	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_eofesham	Our ally has a rightful claim to the region of Eofesham, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Eofesham	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ethandun	Our ally has a rightful claim to the region of Ethandun, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ethandun	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_exanceaster	Our ally has a rightful claim to the region of Exanceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Exanceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_ferna	Our ally has a rightful claim to the region of Ferna, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Ferna	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_flichesburg	Our ally has a rightful claim to the region of Flichesburg, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Flichesburg	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_forais	Our ally has a rightful claim to the region of Forais, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Forais	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_gipeswic	Our ally has a rightful claim to the region of Gipeswic, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Gipeswic	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_glastingburi	Our ally has a rightful claim to the region of Glastingburi, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Glastingburi	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_gleann_da_loch	Our ally has a rightful claim to the region of Gleann dá Loch, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Gleann dá Loch	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_gleawceaster	Our ally has a rightful claim to the region of Gleawceaster, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Gleawceaster	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_grantabrycg	Our ally has a rightful claim to the region of Grantabrycg, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Grantabrycg	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_grianan_aileach	Our ally has a rightful claim to the region of Grianán Aileach, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Grianán Aileach	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_guldeford	Our ally has a rightful claim to the region of Guldeford, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Guldeford	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_guvan	Our ally has a rightful claim to the region of Guvan, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Guvan	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_gyruum	Our ally has a rightful claim to the region of Gyruum, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Gyruum	message_generic_news.png	vik_event_subject_arrives	true	Ybor
false	shield_ally_region_vik_reg_haestingas	Our ally has a rightful claim to the region of Haestingas, which through the chaos of war we have come to hold. They request that we return this land to their control.	Allied Land Claim -Haestingas	message_generic_news.png	vik_event_subject_arrives	true	Ybor
